,IUPAC,SMILES
1248,"1-phenyl-3,5-dimethyl-2-heptylpyrazolium methanesulfonate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCCC)C).CS(=O)(=O)[O-]
1249,"1-phenyl-3,5-dimethyl-2-heptylpyrazolium methanesulfonate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCCC)C).CS(=O)(=O)[O-]
1250,"1-phenyl-3,5-dimethyl-2-heptylpyrazolium methanesulfonate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCCC)C).CS(=O)(=O)[O-]
1251,"1-phenyl-3,5-dimethyl-2-pentylpyrazolium tetrafluoroborate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCC)C).[B-](F)(F)(F)F
1252,"1-phenyl-3,5-dimethyl-2-pentylpyrazolium tetrafluoroborate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCC)C).[B-](F)(F)(F)F
1253,"1-phenyl-3,5-dimethyl-2-pentylpyrazolium tetrafluoroborate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCC)C).[B-](F)(F)(F)F
1254,"1-phenyl-3,5-dimethyl-2-pentylpyrazolium tetrafluoroborate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCC)C).[B-](F)(F)(F)F
1255,"1-phenyl-3,5-dimethyl-2-hexylpyrazolium tetrafluoroborate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCC)C).[B-](F)(F)(F)F
1256,"1-phenyl-3,5-dimethyl-2-hexylpyrazolium tetrafluoroborate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCC)C).[B-](F)(F)(F)F
1257,"1-phenyl-3,5-dimethyl-2-hexylpyrazolium tetrafluoroborate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCC)C).[B-](F)(F)(F)F
1258,"1-phenyl-3,5-dimethyl-2-hexylpyrazolium tetrafluoroborate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCC)C).[B-](F)(F)(F)F
1259,"1-phenyl-2,3,5-trimethylpyrazolium methanesulfonate",Cc1cc([n+](n1c2ccccc2)C)C.CS(=O)(=O)[O-]
1260,"1-phenyl-2,3,5-trimethylpyrazolium methanesulfonate",Cc1cc([n+](n1c2ccccc2)C)C.CS(=O)(=O)[O-]
1261,"1-phenyl-2,3,5-trimethylpyrazolium methanesulfonate",Cc1cc([n+](n1c2ccccc2)C)C.CS(=O)(=O)[O-]
1262,"1-phenyl-2,3,5-trimethylpyrazolium methanesulfonate",Cc1cc([n+](n1c2ccccc2)C)C.CS(=O)(=O)[O-]
1263,"1-phenyl-2-butyl-3,5-dimethylpyrazolium methanesulfonate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCC)C).CS(=O)(=O)[O-]
1264,"1-phenyl-2-butyl-3,5-dimethylpyrazolium methanesulfonate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCC)C).CS(=O)(=O)[O-]
1265,"1-phenyl-2-butyl-3,5-dimethylpyrazolium methanesulfonate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCC)C).CS(=O)(=O)[O-]
1266,"1-phenyl-2-butyl-3,5-dimethylpyrazolium methanesulfonate",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCC)C).CS(=O)(=O)[O-]
1267,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,[P+](CC)(CC)(CC)(CCCCCCCC).FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1268,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,[P+](CC)(CC)(CC)(CCCCCCCC).FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1269,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,[P+](CC)(CC)(CC)(CCCCCCCC).FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1270,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,[P+](CC)(CC)(CC)(CCCCCCCC).FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1271,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,[P+](CC)(CC)(CC)(CCCCCC).FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1272,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,[P+](CC)(CC)(CC)(CCCCCC).FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1273,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,[P+](CC)(CC)(CC)(CCCCCC).FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1274,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,[P+](CC)(CC)(CC)(CCCCCC).FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1275,"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CCCCCCCCCCCC[N+](CC)(CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1276,"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CCCCCCCCCCCC[N+](CC)(CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1277,"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CCCCCCCCCCCC[N+](CC)(CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1278,"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CCCCCCCCCCCC[N+](CC)(CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1279,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1280,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1281,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1282,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1283,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1284,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1285,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1286,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1287,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,C[N+](C)(C)CCCC(=O)O.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1288,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,C[N+](C)(C)CCCC(=O)O.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1289,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,C[N+](C)(C)CCCC(=O)O.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1290,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,C[N+](C)(C)CCCC(=O)O.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1291,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1292,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1293,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1294,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1295,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",CCCCn1cc[n+](c1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1296,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",CCCCn1cc[n+](c1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1297,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",CCCCn1cc[n+](c1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1298,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",CCCCn1cc[n+](c1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1299,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
1300,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
1301,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
1302,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
1303,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1304,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1305,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1306,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1307,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1308,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1309,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1310,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1311,1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](c1)C.COS(=O)(=O)[O-]
1312,1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](c1)C.COS(=O)(=O)[O-]
1313,1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](c1)C.COS(=O)(=O)[O-]
1314,1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](c1)C.COS(=O)(=O)[O-]
1315,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1316,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1317,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1318,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1319,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
1320,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
1321,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
1322,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
1323,triethylammonium dihydrogen phosphate,CC[NH+](CC)CC.OP(=O)(O)[O-]
1324,triethylammonium dihydrogen phosphate,CC[NH+](CC)CC.OP(=O)(O)[O-]
1325,triethylammonium dihydrogen phosphate,CC[NH+](CC)CC.OP(=O)(O)[O-]
1326,triethylammonium dihydrogen phosphate,CC[NH+](CC)CC.OP(=O)(O)[O-]
1327,trimethylammonium hydrogen sulfate,C[NH+](C)C.OS(=O)(=O)[O-]
1328,trimethylammonium hydrogen sulfate,C[NH+](C)C.OS(=O)(=O)[O-]
1329,trimethylammonium hydrogen sulfate,C[NH+](C)C.OS(=O)(=O)[O-]
1330,trimethylammonium hydrogen sulfate,C[NH+](C)C.OS(=O)(=O)[O-]
1331,trimethylammonium dihydrogen phosphate,C[NH+](C)C.OP(=O)(O)[O-]
1332,trimethylammonium dihydrogen phosphate,C[NH+](C)C.OP(=O)(O)[O-]
1333,trimethylammonium dihydrogen phosphate,C[NH+](C)C.OP(=O)(O)[O-]
1334,trimethylammonium dihydrogen phosphate,C[NH+](C)C.OP(=O)(O)[O-]
1335,trimethylammonium acetate,C[NH+](C)C.CC(=O)[O-]
1336,trimethylammonium acetate,C[NH+](C)C.CC(=O)[O-]
1337,trimethylammonium acetate,C[NH+](C)C.CC(=O)[O-]
1338,trimethylammonium acetate,C[NH+](C)C.CC(=O)[O-]
1339,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1340,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1341,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1342,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1343,1-hexyl-3-methylimidazolium chloride,CCCCCCn1cc[n+](c1)C.[Cl-]
1344,1-hexyl-3-methylimidazolium chloride,CCCCCCn1cc[n+](c1)C.[Cl-]
1345,1-hexyl-3-methylimidazolium chloride,CCCCCCn1cc[n+](c1)C.[Cl-]
1346,1-hexyl-3-methylimidazolium chloride,CCCCCCn1cc[n+](c1)C.[Cl-]
1347,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](c1)C.[Cl-]
1348,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](c1)C.[Cl-]
1349,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](c1)C.[Cl-]
1350,1-methyl-3-octylimidazolium chloride,CCCCCCCCn1cc[n+](c1)C.[Cl-]
1351,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
1352,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
1353,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
1354,1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](c1)C.[Cl-]
1355,trimethylammonium hydrogen sulfate,C[NH+](C)C.OS(=O)(=O)[O-]
1356,trimethylammonium hydrogen sulfate,C[NH+](C)C.OS(=O)(=O)[O-]
1357,trimethylammonium hydrogen sulfate,C[NH+](C)C.OS(=O)(=O)[O-]
1358,trimethylammonium hydrogen sulfate,C[NH+](C)C.OS(=O)(=O)[O-]
1359,trimethylammonium dihydrogen phosphate,C[NH+](C)C.OP(=O)(O)[O-]
1360,trimethylammonium dihydrogen phosphate,C[NH+](C)C.OP(=O)(O)[O-]
1361,trimethylammonium dihydrogen phosphate,C[NH+](C)C.OP(=O)(O)[O-]
1362,trimethylammonium dihydrogen phosphate,C[NH+](C)C.OP(=O)(O)[O-]
1363,trimethylammonium acetate,C[NH+](C)C.CC(=O)[O-]
1364,trimethylammonium acetate,C[NH+](C)C.CC(=O)[O-]
1365,trimethylammonium acetate,C[NH+](C)C.CC(=O)[O-]
1366,trimethylammonium acetate,C[NH+](C)C.CC(=O)[O-]
1367,1-butyl-1-ethylpyrrolidinium ethyl sulfate,QUERY NOT FOUND
1368,1-butyl-1-ethylpyrrolidinium ethyl sulfate,QUERY NOT FOUND
1369,1-butyl-1-ethylpyrrolidinium ethyl sulfate,QUERY NOT FOUND
1370,1-butyl-1-ethylpyrrolidinium ethyl sulfate,QUERY NOT FOUND
1371,1-propylpyridinium tetrafluoroborate,CCC[n+]1ccccc1.[B-](F)(F)(F)F
1372,1-propylpyridinium tetrafluoroborate,CCC[n+]1ccccc1.[B-](F)(F)(F)F
1373,1-propylpyridinium tetrafluoroborate,CCC[n+]1ccccc1.[B-](F)(F)(F)F
1374,1-propylpyridinium tetrafluoroborate,CCC[n+]1ccccc1.[B-](F)(F)(F)F
1375,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
1376,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
1377,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
1378,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
1379,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.[B-](F)(F)(F)F
1380,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.[B-](F)(F)(F)F
1381,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.[B-](F)(F)(F)F
1382,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.[B-](F)(F)(F)F
1383,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(c1)C.[B-](F)(F)(F)F
1384,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(c1)C.[B-](F)(F)(F)F
1385,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(c1)C.[B-](F)(F)(F)F
1386,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(c1)C.[B-](F)(F)(F)F
1387,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
1388,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
1389,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
1390,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
1391,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(c1)C.[B-](F)(F)(F)F
1392,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(c1)C.[B-](F)(F)(F)F
1393,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(c1)C.[B-](F)(F)(F)F
1394,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(c1)C.[B-](F)(F)(F)F
1395,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.[B-](F)(F)(F)F
1396,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.[B-](F)(F)(F)F
1397,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.[B-](F)(F)(F)F
1398,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.[B-](F)(F)(F)F
1399,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1400,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1401,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1402,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
1403,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
1404,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
1405,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
1406,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
1407,1-butylquinolinium bis((trifluoromethyl)sulfonyl)amide,QUERY NOT FOUND
1408,1-butylquinolinium bis((trifluoromethyl)sulfonyl)amide,QUERY NOT FOUND
1409,1-butylquinolinium bis((trifluoromethyl)sulfonyl)amide,QUERY NOT FOUND
1410,1-butylquinolinium bis((trifluoromethyl)sulfonyl)amide,QUERY NOT FOUND
1411,1-butyl-1-methylpiperidinium thiocyanate,CCCC[N+]1(CCCCC1)C.C(#N)[S-]
1412,1-butyl-1-methylpiperidinium thiocyanate,CCCC[N+]1(CCCCC1)C.C(#N)[S-]
1413,1-butyl-1-methylpiperidinium thiocyanate,CCCC[N+]1(CCCCC1)C.C(#N)[S-]
1414,1-butyl-1-methylpiperidinium thiocyanate,CCCC[N+]1(CCCCC1)C.C(#N)[S-]
1415,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",QUERY NOT FOUND
1416,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",QUERY NOT FOUND
1417,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",QUERY NOT FOUND
1418,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",QUERY NOT FOUND
1419,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1420,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1421,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1422,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1423,1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](c1)C.COS(=O)(=O)[O-]
1424,1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](c1)C.COS(=O)(=O)[O-]
1425,1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](c1)C.COS(=O)(=O)[O-]
1426,1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](c1)C.COS(=O)(=O)[O-]
1427,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
1428,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
1429,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
1430,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](c1)C.[B-](F)(F)(F)F
1431,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
1432,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
1433,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
1434,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
1435,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1436,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1437,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1438,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[n+](c1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1439,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1440,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1441,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1442,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1443,1-ethyl-3-methylimidazolium octyl sulfate,CCn1cc[n+](c1)C.CCCCCCCCOS(=O)(=O)[O-]
1444,1-ethyl-3-methylimidazolium octyl sulfate,CCn1cc[n+](c1)C.CCCCCCCCOS(=O)(=O)[O-]
1445,1-ethyl-3-methylimidazolium octyl sulfate,CCn1cc[n+](c1)C.CCCCCCCCOS(=O)(=O)[O-]
1446,1-ethyl-3-methylimidazolium octyl sulfate,CCn1cc[n+](c1)C.CCCCCCCCOS(=O)(=O)[O-]
1447,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
1448,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
